srcStateName,srcDistrictName,District and Taluk Court Case type,Pending cases for a period of 0 to 1 Years,Pending cases for a period of 1 to 3 Years,Pending cases for a period of 3 to 5 Years,Pending cases for a period of 5 to 10 Years,Pending cases for a period of 10 to 20 Years,Pending cases for a period of 20 to 30 Years,Pending cases over 30 Years,Pending cases,Original pending cases,Pending Appeal cases,Pending Application cases,Pending Execution cases,Cases pending at Appearance or Service-Related stage,Cases pending at Compliance or Steps or stay stage,Cases pending at Evidence or Argument or Judgement stage,Cases pending at Pleadings or Issues or Charge stage,Cases instituted in last month,Cases disposed in last month,Cases filed by Senior Citizens,Cases filed by women,Cases delayed in disposal,srcYear,As on Date,YearCode,Year
Telangana,Medak,Civil,1591,1466,797,347,28,0,0,4229,3532,104,0,593,1013,983,1410,701,116,101,742,963,667,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Medak,Criminal,3500,3146,1164,495,24,0,0,8329,8173,20,136,0,5250,345,2323,344,732,778,109,458,2904,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Medak,Total,5091,4612,1961,842,52,0,0,12558,11705,124,136,593,6263,1328,3733,1045,848,879,851,1421,3571,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Nalgonda,Civil,4845,5048,2808,2309,188,1,0,15199,12873,372,1,1953,2923,3630,5417,2872,403,296,3119,3524,5115,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Nalgonda,Criminal,7319,8924,6268,3460,124,1,0,26096,25338,187,571,0,15937,2460,6744,803,2053,2393,596,2005,9214,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Nalgonda,Total,12164,13972,9076,5769,312,2,0,41295,38211,559,572,1953,18860,6090,12161,3675,2456,2689,3715,5529,14329,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Nizamabad,Civil,3920,2856,1350,820,46,3,0,8995,7186,225,0,1584,1445,2016,3446,1858,239,318,1407,2255,2417,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Nizamabad,Criminal,5650,5403,1798,1274,33,1,0,14159,13649,49,461,0,7815,879,5034,395,448,683,201,771,4597,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Nizamabad,Total,9570,8259,3148,2094,79,4,0,23154,20835,274,461,1584,9260,2895,8480,2253,687,1001,1608,3026,7014,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Rangareddy,Civil,16115,18201,6423,5586,1878,661,2,48866,39558,1891,1,7416,12801,15501,10077,8339,1167,1013,7622,5311,11375,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Rangareddy,Criminal,22823,28361,9985,6101,505,42,5,67822,64966,1416,1440,0,41788,8866,13578,1631,2260,2555,1352,2301,18573,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Rangareddy,Total,38938,46562,16408,11687,2383,703,7,116688,104524,3307,1441,7416,54589,24367,23655,9970,3427,3568,8974,7612,29948,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Warangal,Civil,2760,4839,4210,4569,1189,49,2,17618,13370,476,0,3772,4239,4817,4028,3947,207,285,2641,2543,3588,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Warangal,Criminal,4261,7171,5440,5981,391,12,0,23256,22251,248,757,0,14856,2335,5263,376,354,465,563,1195,4306,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Warangal,Total,7021,12010,9650,10550,1580,61,2,40874,35621,724,757,3772,19095,7152,9291,4323,561,750,3204,3738,7894,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Bhadradri Kothagudem,Civil,1703,841,329,216,16,0,0,3105,2233,99,0,773,706,883,974,488,149,174,499,722,469,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Bhadradri Kothagudem,Criminal,5457,6020,2667,2146,41,0,0,16331,15842,93,396,0,10858,1030,4026,159,703,948,295,831,6092,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Bhadradri Kothagudem,Total,7160,6861,2996,2362,57,0,0,19436,18075,192,396,773,11564,1913,5000,647,852,1122,794,1553,6561,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Hanumakonda,Civil,4835,4132,2532,2702,700,10,0,14911,11465,493,0,2953,4958,4350,2403,2747,414,34,1918,2418,6023,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Hanumakonda,Criminal,3809,5489,2585,2608,250,15,0,14756,14389,88,280,0,8914,1724,3915,123,140,66,683,1169,6444,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Hanumakonda,Total,8644,9621,5117,5310,950,25,0,29667,25854,581,280,2953,13872,6074,6318,2870,554,100,2601,3587,12467,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Jagitial,Civil,1854,1868,848,797,188,0,0,5555,5000,74,0,481,1101,1386,1642,1351,114,123,971,1231,2011,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Jagitial,Criminal,4285,4745,1650,691,33,15,0,11419,10686,69,664,0,7677,561,2715,294,582,635,375,942,3378,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Jagitial,Total,6139,6613,2498,1488,221,15,0,16974,15686,143,664,481,8778,1947,4357,1645,696,758,1346,2173,5389,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Jangoan,Civil,1712,1848,965,941,130,0,0,5596,4828,138,1,629,1326,1271,1036,1917,107,96,1180,1126,2767,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Jangoan,Criminal,2080,1671,1032,885,92,4,0,5764,5629,18,117,0,3577,257,1802,48,320,520,84,243,2768,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Jangoan,Total,3792,3519,1997,1826,222,4,0,11360,10457,156,118,629,4903,1528,2838,1965,427,616,1264,1369,5535,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Jayashankar Bhupalapally,Civil,918,784,379,353,42,0,0,2476,1893,52,0,531,0,0,0,0,54,36,339,446,847,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Telangana,Jayashankar Bhupalapally,Criminal,1771,2968,509,623,23,2,0,5896,5762,4,130,0,0,0,0,0,178,310,110,617,1117,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
